url,name
https://www.tripadvisor.com/Hotel_Review-g306994-d1157804-Reviews-Hotel_Failaka-Benaulim_Salcette_South_Goa_District_Goa.html,Hotel Failaka
https://www.tripadvisor.com/Hotel_Review-g1204863-d1174318-Reviews-Royal_Orchid_Beach_Resort_Spa-Utorda_South_Goa_District_Goa.html,Royal Orchid Beach Resort & Spa
https://www.tripadvisor.com/Hotel_Review-g306992-d10540733-Reviews-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,Fairfield by Marriott Goa Anjuna
https://www.tripadvisor.com/Hotel_Review-g312681-d307512-Reviews-ITC_Grand_Goa_a_Luxury_Collection_Resort_Spa_Goa-Cansaulim_South_Goa_District_Goa.html,"ITC Grand Goa, a Luxury Collection Resort & Spa, Goa"
https://www.tripadvisor.com/Hotel_Review-g2334950-d18933679-Reviews-Sobit_Sarovar_Portico-Palolem_Canacona_South_Goa_District_Goa.html,Sobit Sarovar Portico
https://www.tripadvisor.com/Hotel_Review-g306992-d23127206-Reviews-The_Westin_Goa-Anjuna_Bardez_North_Goa_District_Goa.html,The Westin Goa
https://www.tripadvisor.com/Hotel_Review-g297605-d26799652-Reviews-Antarim_Resort_Goa-Candolim_Bardez_North_Goa_District_Goa.html,Antarim Resort Goa
https://www.tripadvisor.com/Hotel_Review-g306995-d9566044-Reviews-Ibis_Styles_Goa_Calangute_Resort-Calangute_North_Goa_District_Goa.html,ibis Styles Goa Calangute Resort
https://www.tripadvisor.com/Hotel_Review-g1165042-d304837-Reviews-Taj_Fort_Aguada_Resort_Spa_Goa-Sinquerim_North_Goa_District_Goa.html,"Taj Fort Aguada Resort & Spa, Goa"
https://www.tripadvisor.com/Hotel_Review-g3136739-d5892286-Reviews-Storii_by_ITC_Hotels_Shanti_Morada_Saligao-Saligao_Bardez_North_Goa_District_Goa.html,"Storii by ITC Hotels Shanti Morada, Saligao"
https://www.tripadvisor.com/Hotel_Review-g1092070-d307409-Reviews-Bogmallo_Beach_Resort-Bogmalo_South_Goa_District_Goa.html,Bogmallo Beach Resort
https://www.tripadvisor.com/Hotel_Review-g2204498-d23868479-Reviews-Fishtail_Creek_Goa-Moira_Bardez_North_Goa_District_Goa.html,Fishtail Creek Goa
https://www.tripadvisor.com/Hotel_Review-g15420940-d10438908-Reviews-The_Postcard_Velha-Old_Goa_North_Goa_District_Goa.html,The Postcard Velha
https://www.tripadvisor.com/Hotel_Review-g1152676-d736613-Reviews-Mercure_Goa_Devaaya_Resort-Divar_Island_North_Goa_District_Goa.html,Mercure Goa Devaaya Resort
https://www.tripadvisor.com/Hotel_Review-g1962903-d23632816-Reviews-Otium_Resort_By_The_Oterra-Alto_Porvorim_North_Goa_District_Goa.html,Otium Resort By The Oterra
https://www.tripadvisor.com/Hotel_Review-g8859933-d8846598-Reviews-The_Fern_Kadamba_Hotel_Spa_Velha_Goa_Panjim_Goa-Bainguinim_North_Goa_District_Goa.html,"The Fern Kadamba Hotel & Spa, Velha Goa-Panjim, Goa"
https://www.tripadvisor.com/Hotel_Review-g2322134-d536221-Reviews-Bambolim_Beach_Resort-Bambolim_North_Goa_District_Goa.html,Bambolim Beach Resort
https://www.tripadvisor.com/Hotel_Review-g816969-d8821388-Reviews-The_Bay_Agonda-Agonda_South_Goa_District_Goa.html,The Bay Agonda
https://www.tripadvisor.com/Hotel_Review-g19928608-d21270645-Reviews-Silva_Heritage-Cana_South_Goa_District_Goa.html,Silva Heritage
https://www.tripadvisor.com/Hotel_Review-g7644835-d8731676-Reviews-Ahilya_by_the_Sea-Nerul_North_Goa_District_Goa.html,Ahilya by the Sea
https://www.tripadvisor.com/Hotel_Review-g27710085-d23517423-Reviews-Sea_Breeze_Max_Resort_Spa-Fatrade_South_Goa_District_Goa.html,Sea Breeze Max Resort & Spa
https://www.tripadvisor.com/Hotel_Review-g15350075-d19284406-Reviews-Rosastays_South_Goa-Assolna_Salcette_South_Goa_District_Goa.html,Rosastays South Goa
https://www.tripadvisor.com/Hotel_Review-g2307943-d12688544-Reviews-Casa_Obrigado_Beach_Cottages-Arambol_North_Goa_District_Goa.html,Casa Obrigado Beach Cottages
https://www.tripadvisor.com/Hotel_Review-g1087527-d7949634-Reviews-Bay15-Dona_Paula_Panjim_North_Goa_District_Goa.html,Bay15
https://www.tripadvisor.com/Hotel_Review-g10093724-d9853610-Reviews-Lotus_Nature_Cure-Orlim_South_Goa_District_Goa.html,Lotus Nature Cure
https://www.tripadvisor.com/Hotel_Review-g1204883-d9459469-Reviews-Antares_Beach_Resort_and_Club-Vagator_North_Goa_District_Goa.html,Antares Beach Resort and Club
https://www.tripadvisor.com/Hotel_Review-g297604-d16814775-Reviews-Cabo_Serai-Goa.html,Cabo Serai
https://www.tripadvisor.com/Hotel_Review-g1152662-d12212756-Reviews-Xec_Residency-Margao_South_Goa_District_Goa.html,Xec Residency
https://www.tripadvisor.com/Hotel_Review-g297606-d1584885-Reviews-Amigo_Plaza-Salcette_South_Goa_District_Goa.html,Amigo Plaza
https://www.tripadvisor.com/Hotel_Review-g12412660-d24050736-Reviews-Maargit_Beach_Resort-North_Goa_District_Goa.html,Maargit Beach Resort
https://www.tripadvisor.com/Hotel_Review-g12831417-d12718256-Reviews-Casa_Britona-Britona_North_Goa_District_Goa.html,Casa Britona
https://www.tripadvisor.com/Hotel_Review-g306994-d23525110-Reviews-Fairfield_by_Marriott_Goa_Benaulim-Benaulim_Salcette_South_Goa_District_Goa.html,Fairfield by Marriott Goa Benaulim
https://www.tripadvisor.com/Hotel_Review-g1925961-d1380347-Reviews-Beleza_by_the_Beach-Betalbatim_Salcette_South_Goa_District_Goa.html,Beleza by the Beach
https://www.tripadvisor.com/Hotel_Review-g306993-d25269925-Reviews-JW_Marriott_Goa-Bardez_North_Goa_District_Goa.html,JW Marriott Goa
https://www.tripadvisor.com/Hotel_Review-g1936425-d17479327-Reviews-The_Acacia_Morjim_Goa-Morjim_North_Goa_District_Goa.html,"The Acacia Morjim, Goa"
https://www.tripadvisor.com/Hotel_Review-g1936425-d13485836-Reviews-White_Wood_Resort_Morjim-Morjim_North_Goa_District_Goa.html,"White Wood Resort, Morjim"
https://www.tripadvisor.com/Hotel_Review-g297605-d651438-Reviews-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Santana Beach Resort
https://www.tripadvisor.com/Hotel_Review-g312680-d11717303-Reviews-Park_Regis_Goa-Arpora_North_Goa_District_Goa.html,Park Regis Goa
https://www.tripadvisor.com/Hotel_Review-g1936425-d23613801-Reviews-Sibaya_Beach_Resort-Morjim_North_Goa_District_Goa.html,Sibaya Beach Resort
https://www.tripadvisor.com/Hotel_Review-g1096236-d8693257-Reviews-Majestic_Beach_Comforts-Varca_Salcette_South_Goa_District_Goa.html,Majestic Beach Comforts
https://www.tripadvisor.com/Hotel_Review-g13472226-d2041908-Reviews-Fenicia_Riverside_Resort-Velim_South_Goa_District_Goa.html,Fenicia Riverside Resort
https://www.tripadvisor.com/Hotel_Review-g1204882-d27522672-Reviews-The_Kimaya_By_The_Sea-Saunta_Vaddo_Baga_North_Goa_District_Goa.html,The Kimaya -  By The Sea
https://www.tripadvisor.com/Hotel_Review-g4444110-d23786706-Reviews-The_Postcard_Hideaway_Netravali-Netravali_South_Goa_District_Goa.html,"The Postcard Hideaway, Netravali"
https://www.tripadvisor.com/Hotel_Review-g1015400-d8467410-Reviews-Fort_Tiracol_Heritage_Hotel-Pernem_North_Goa_District_Goa.html,Fort Tiracol Heritage Hotel
https://www.tripadvisor.com/Hotel_Review-g306995-d637648-Reviews-Estrela_Do_Mar_Beach_Resort_A_Beach_Property-Calangute_North_Goa_District_Goa.html,Estrela Do Mar Beach Resort - A Beach Property
https://www.tripadvisor.com/Hotel_Review-g635747-d11798420-Reviews-Fiesta_Beach_Resort-Baga_North_Goa_District_Goa.html,Fiesta Beach Resort
https://www.tripadvisor.com/Hotel_Review-g6109760-d7717159-Reviews-Casa_Menezes-Goa_Velha_Goa.html,Casa Menezes
https://www.tripadvisor.com/Hotel_Review-g12692507-d1489619-Reviews-Dudhsagar_Plantation-Karmane_South_Goa_District_Goa.html,Dudhsagar Plantation
https://www.tripadvisor.com/Hotel_Review-g816969-d23713957-Reviews-The_village_Agonda_beach_Cottages-Agonda_South_Goa_District_Goa.html,The village Agonda beach Cottages
https://www.tripadvisor.com/Hotel_Review-g2306301-d1540999-Reviews-Arco_Iris_Boutique_Homestay-Curtorim_South_Goa_District_Goa.html,Arco Iris Boutique Homestay
